Subject	Object
MONDO:0004139	MONDO:0002280
MONDO:0004163	EFO:0006544
MONDO:0004163	MONDO:0003715
MONDO:0004166	EFO:0000508
MONDO:0004166	EFO:1000251
MONDO:0004169	EFO:0009549
MONDO:0004180	EFO:0002422
MONDO:0004180	MONDO:0021066
MONDO:0004183	EFO:0003100
MONDO:0004187	EFO:1000255
MONDO:0004187	EFO:1000541
MONDO:0004187	MONDO:0004830
MONDO:0004187	MONDO:0019296
MONDO:0004192	EFO:0003846
MONDO:0004192	EFO:1000363
MONDO:0004202	MONDO:0002814
MONDO:0004202	MONDO:0003606
MONDO:0004222	EFO:1000042
MONDO:0004222	EFO:1001962
MONDO:0004245	EFO:1000027
MONDO:0004245	MONDO:0005499
MONDO:0004247	EFO:0000405
MONDO:0004247	MONDO:0043839
MONDO:0004251	MONDO:0021118
MONDO:0004251	MONDO:0024635
MONDO:0004255	EFO:0006858
MONDO:0004255	MONDO:0021629
MONDO:0004259	EFO:0001061
MONDO:0004259	MONDO:0021309
MONDO:0004263	MONDO:0002798
MONDO:0004263	MONDO:0002915
MONDO:0004263	MONDO:0003107
MONDO:0004263	MONDO:0003142
MONDO:0004263	MONDO:0016715
MONDO:0004270	MONDO:0002058
MONDO:0004301	MONDO:0002631
MONDO:0004321	EFO:0005232
MONDO:0004331	EFO:1000125
MONDO:0004331	MONDO:0001378
MONDO:0004331	MONDO:0003715
MONDO:0004338	EFO:0005716
MONDO:0004338	MONDO:0024341
MONDO:0004346	EFO:1001961
MONDO:0004346	MONDO:0002664
MONDO:0004348	MONDO:0002311
MONDO:0004355	EFO:0000565
MONDO:0004355	EFO:1000654
MONDO:0004355	MONDO:0021138
MONDO:0004357	MONDO:0001724
MONDO:0004357	MONDO:0002358
MONDO:0004359	EFO:0005407
MONDO:0004379	EFO:0000305
MONDO:0004380	EFO:0000691
MONDO:0004380	EFO:1000297
MONDO:0004380	MONDO:0000621
MONDO:0004380	MONDO:0004805
MONDO:0004386	MONDO:0003236
MONDO:0004386	MONDO:0003237
MONDO:0004389	MONDO:0002875
MONDO:0004392	MONDO:0002217
MONDO:0004392	MONDO:0012825
MONDO:0004403	EFO:1000654
MONDO:0004403	MONDO:0003537
MONDO:0004427	EFO:0003817
MONDO:0004435	EFO:0002087
MONDO:0004435	MONDO:0002397
MONDO:0004458	EFO:1000125
MONDO:0004479	EFO:1000352
MONDO:0004479	EFO:1000654
MONDO:0004479	MONDO:0003751
MONDO:0004483	EFO:0000499
MONDO:0004483	EFO:1001079
MONDO:0004497	EFO:0007504
MONDO:0004514	EFO:0008521
MONDO:0004526	EFO:1000541
MONDO:0004526	MONDO:0021254
MONDO:0004527	EFO:1000284
MONDO:0004527	MONDO:0002320
MONDO:0004528	MONDO:0024339
MONDO:0004528	MONDO:0040675
MONDO:0004532	EFO:1001455
MONDO:0004532	MONDO:0000649
MONDO:0004557	MONDO:0002677
MONDO:0004557	MONDO:0002678
MONDO:0004565	EFO:0009431
MONDO:0004566	EFO:0009431
MONDO:0004566	MONDO:0001318
MONDO:0004567	MONDO:0004565
MONDO:0004569	EFO:1000844
MONDO:0004571	MONDO:0004565
MONDO:0004573	EFO:1001067
MONDO:0004573	MONDO:0019052
MONDO:0004579	MONDO:0004580
MONDO:0004580	EFO:0003839
MONDO:0004582	EFO:0009609
MONDO:0004582	EFO:1001161
MONDO:0004586	EFO:0003818
MONDO:0004586	EFO:0005809
MONDO:0004587	MONDO:0004588
MONDO:0004587	MONDO:0019117
MONDO:0004588	EFO:0003839
MONDO:0004588	MONDO:0001941
MONDO:0004593	EFO:0009549
MONDO:0004593	EFO:0010285
MONDO:0004596	EFO:0000373
MONDO:0004600	EFO:0000565
MONDO:0004603	EFO:1001986
MONDO:0004617	MONDO:0003406
MONDO:0004618	EFO:0000618
MONDO:0004627	MONDO:0002866
MONDO:0004627	MONDO:0043579
MONDO:0004630	EFO:0005407
MONDO:0004634	EFO:0004264
MONDO:0004640	EFO:0000217
MONDO:0004641	EFO:0009259
MONDO:0004641	MONDO:0004647
MONDO:0004643	EFO:0000565
MONDO:0004643	EFO:0002428
MONDO:0004647	EFO:0000313
MONDO:0004647	MONDO:0020665
MONDO:0004647	MONDO:0021074
MONDO:0004649	EFO:1001272
MONDO:0004649	MONDO:0024389
MONDO:0004651	MONDO:0100329
MONDO:0004657	MONDO:0004674
MONDO:0004658	EFO:0000305
MONDO:0004658	MONDO:0004647
MONDO:0004663	EFO:1001950
MONDO:0004663	MONDO:0004698
MONDO:0004669	EFO:0005570
MONDO:0004669	EFO:1000384
MONDO:0004670	EFO:0005755
MONDO:0004670	EFO:0005809
MONDO:0004671	MONDO:0004693
MONDO:0004671	MONDO:0018352
MONDO:0004674	EFO:1001231
MONDO:0004675	MONDO:0009637
MONDO:0004678	EFO:0007510
MONDO:0004678	MONDO:0024268
MONDO:0004680	MONDO:0000602
MONDO:0004681	MONDO:0000592
MONDO:0004685	EFO:1001931
MONDO:0004685	MONDO:0000621
MONDO:0004685	MONDO:0044986
MONDO:0004686	MONDO:0020213
MONDO:0004689	MONDO:0019052
MONDO:0004693	EFO:0000707
MONDO:0004693	MONDO:0004647
MONDO:0004695	MONDO:0002691
MONDO:0004695	MONDO:0004699
MONDO:0004697	EFO:0009544
MONDO:0004697	MONDO:0043243
MONDO:0004698	EFO:0007330
MONDO:0004698	EFO:1000218
MONDO:0004698	MONDO:0004647
MONDO:0004699	EFO:0000574
MONDO:0004699	MONDO:0002516
MONDO:0004700	EFO:0003873
MONDO:0004700	MONDO:0044743
MONDO:0004705	EFO:0002424
MONDO:0004705	EFO:1001513
MONDO:0004705	MONDO:0016238
MONDO:0004710	EFO:0002919
MONDO:0004710	MONDO:0004647
MONDO:0004724	EFO:1000344
MONDO:0004724	EFO:1001853
MONDO:0004725	MONDO:0004698
MONDO:0004725	MONDO:0044937
MONDO:0004727	EFO:0005570
MONDO:0004730	MONDO:0002182
MONDO:0004731	EFO:0003877
MONDO:0004731	MONDO:0002254
MONDO:0004736	MONDO:0000688
MONDO:0004736	MONDO:0037871
MONDO:0004737	MONDO:0004736
MONDO:0004737	MONDO:0019222
MONDO:0004738	MONDO:0037871
MONDO:0004739	MONDO:0004736
MONDO:0004741	MONDO:0017307
MONDO:0004746	EFO:0004145
MONDO:0004746	EFO:0009546
MONDO:0004746	MONDO:0020120
MONDO:0004748	EFO:0010285
MONDO:0004748	EFO:1001047
MONDO:0004750	MONDO:0002182
MONDO:0004751	EFO:0009546
MONDO:0004756	EFO:0003853
MONDO:0004756	EFO:0005950
MONDO:0004756	MONDO:0002232
MONDO:0004768	EFO:0009449
MONDO:0004768	EFO:0009450
MONDO:0004777	MONDO:0002647
MONDO:0004777	MONDO:0020683
MONDO:0004782	EFO:0003086
MONDO:0004784	MONDO:0000771
MONDO:0004784	MONDO:0004979
MONDO:0004789	EFO:0009903
MONDO:0004789	EFO:1000400
MONDO:0004790	EFO:0001421
MONDO:0004800	MONDO:0004804
MONDO:0004804	EFO:0009903
MONDO:0004804	MONDO:0024625
MONDO:0004805	EFO:0000540
MONDO:0004805	EFO:0005803
MONDO:0004812	MONDO:0004804
MONDO:0004812	MONDO:0020683
MONDO:0004820	EFO:0000693
MONDO:0004821	MONDO:0004867
MONDO:0004821	MONDO:0020592
MONDO:0004822	EFO:0000341
MONDO:0004822	EFO:0000508
MONDO:0004822	EFO:1002018
MONDO:0004828	MONDO:0024647
MONDO:0004830	EFO:0009676
MONDO:0004830	EFO:0009903
MONDO:0004830	EFO:1001986
MONDO:0004843	EFO:1001990
MONDO:0004847	MONDO:0005129
MONDO:0004848	EFO:0009688
MONDO:0004857	EFO:0000783
MONDO:0004857	EFO:1001434
MONDO:0004860	EFO:0008624
MONDO:0004863	MONDO:0016047
MONDO:0004867	EFO:0000684
MONDO:0004869	MONDO:0008638
MONDO:0004874	EFO:1000999
MONDO:0004880	EFO:0009431
MONDO:0004884	EFO:0003966
MONDO:0004884	EFO:0005772
MONDO:0004885	MONDO:0001898
MONDO:0004885	MONDO:0004884
MONDO:0004885	MONDO:0043218
MONDO:0004891	MONDO:0004892
MONDO:0004892	EFO:0003966
MONDO:0004897	EFO:1001990
MONDO:0004900	EFO:0009691
MONDO:0004907	MONDO:0019278
MONDO:0004917	EFO:0007315
MONDO:0004917	EFO:1000763
MONDO:0004928	EFO:0007352
MONDO:0004933	EFO:0005207
MONDO:0004933	EFO:0005938
MONDO:0004933	MONDO:0002254
MONDO:0004933	MONDO:0019820
MONDO:0004938	MONDO:0002494
MONDO:0004943	EFO:0000691
MONDO:0004943	EFO:0007408
MONDO:0004944	MONDO:0004497
MONDO:0004951	MONDO:0015979
MONDO:0004975	EFO:0005815
MONDO:0004975	MONDO:0001627
MONDO:0004976	EFO:0003782
MONDO:0004976	MONDO:0003182
MONDO:0004979	EFO:1002018
MONDO:0004986	EFO:0000313
MONDO:0004986	MONDO:0001187
MONDO:0005042	EFO:0000408
MONDO:0005053	EFO:0004264
MONDO:0005090	EFO:0005407
MONDO:0005094	EFO:1000289
MONDO:0005129	EFO:0000508
MONDO:0005129	EFO:0009674
MONDO:0005147	EFO:0000400
MONDO:0005147	MONDO:0000569
MONDO:0005147	MONDO:0000588
MONDO:0005148	EFO:0000400
MONDO:0005149	EFO:0000537
MONDO:0005178	EFO:0005856
MONDO:0005180	DOID:0050890
MONDO:0005180	MONDO:0021095
MONDO:0005232	EFO:0000313
MONDO:0005247	EFO:0000771
MONDO:0005247	EFO:0003103
MONDO:0005271	EFO:1002003
MONDO:0005277	EFO:0005774
MONDO:0005277	MONDO:0017181
MONDO:0005277	MONDO:0043218
MONDO:0005299	EFO:0003763
MONDO:0005299	MONDO:0005053
MONDO:0005301	EFO:0005774
MONDO:0005301	EFO:1000870
MONDO:0005301	MONDO:0000568
MONDO:0005301	MONDO:0002562
MONDO:0005321	EFO:0000508
MONDO:0005321	MONDO:0000766
MONDO:0005321	MONDO:0020214
MONDO:0005341	EFO:0004193
MONDO:0005341	MONDO:0002529
MONDO:0005374	MONDO:0002334
MONDO:0005374	MONDO:0003225
MONDO:0005405	MONDO:0004979
MONDO:0005411	EFO:0004606
MONDO:0005411	MONDO:0002516
MONDO:0005475	MONDO:0005277
MONDO:0005499	MONDO:0001657
MONDO:0005499	MONDO:0100342
MONDO:0005508	EFO:0003820
MONDO:0005508	MONDO:0002181
MONDO:0005508	MONDO:0015356
MONDO:0005508	MONDO:0017742
MONDO:0005508	MONDO:0018292
MONDO:0005508	MONDO:0023603
MONDO:0005514	MONDO:0000062
MONDO:0005514	MONDO:0016764
MONDO:0005741	owl:Thing
MONDO:0005784	EFO:0003086
MONDO:0005784	EFO:0003103
MONDO:0005784	EFO:0007295
MONDO:0005835	MONDO:0000426
MONDO:0005835	MONDO:0018630
MONDO:0006037	EFO:1000017
MONDO:0006037	MONDO:0015335
MONDO:0006037	MONDO:0018751
MONDO:0006037	MONDO:0019117
MONDO:0006058	EFO:0005784
MONDO:0006058	EFO:1000356
MONDO:0006412	MONDO:0015531
MONDO:0006507	MONDO:0001436
MONDO:0006507	MONDO:0004689
MONDO:0006507	MONDO:0017763
MONDO:0006588	owl:Thing
MONDO:0006596	EFO:1000668
MONDO:0006596	EFO:1000752
MONDO:0006751	MONDO:0021679
MONDO:0006772	owl:Thing
MONDO:0007021	owl:Thing
MONDO:0007029	MONDO:0000426
MONDO:0007029	MONDO:0002320
MONDO:0007029	MONDO:0015334
MONDO:0007029	MONDO:0015620
MONDO:0007029	MONDO:0019589
MONDO:0007029	MONDO:0019721
MONDO:0007029	MONDO:0043008
MONDO:0007031	EFO:0000508
MONDO:0007031	EFO:0004214
MONDO:0007032	EFO:0000508
MONDO:0007032	MONDO:0015620
MONDO:0007032	MONDO:0018559
MONDO:0007034	MONDO:0018454
MONDO:0007034	MONDO:0019054
MONDO:0007034	MONDO:0019294
MONDO:0007034	MONDO:0024255
MONDO:0007037	EFO:0000508
MONDO:0007037	EFO:0005571
MONDO:0007037	MONDO:0019685
MONDO:0007039	EFO:0008514
MONDO:0007039	MONDO:0019589
MONDO:0007040	MONDO:0000078
MONDO:0007041	MONDO:0015368
MONDO:0007041	MONDO:0018187
MONDO:0007041	MONDO:0018751
MONDO:0007041	MONDO:0019796
MONDO:0007042	MONDO:0015368
MONDO:0007042	MONDO:0019796
MONDO:0007042	MONDO:0020158
MONDO:0007043	MONDO:0000078
MONDO:0007043	MONDO:0015368
MONDO:0007045	MONDO:0000508
MONDO:0007045	MONDO:0002320
MONDO:0007045	MONDO:0015159
MONDO:0007045	MONDO:0015334
MONDO:0007045	MONDO:0018237
MONDO:0007045	MONDO:0019117
MONDO:0007045	MONDO:0043005
MONDO:0007051	MONDO:0043007
MONDO:0007055	EFO:0000508
MONDO:0007055	MONDO:0019695
MONDO:0007056	MONDO:0019707
MONDO:0007057	EFO:0005755
MONDO:0007057	MONDO:0000426
MONDO:0007057	MONDO:0003157
MONDO:0007057	MONDO:0007056
MONDO:0007057	MONDO:0015620
MONDO:0007057	MONDO:0019721
MONDO:0007057	MONDO:0023603
MONDO:0007058	MONDO:0015929
MONDO:0007059	MONDO:0019721
MONDO:0007059	MONDO:0043008
MONDO:0007062	MONDO:0017448
MONDO:0007064	MONDO:0017855
MONDO:0007064	MONDO:0019236
MONDO:0007066	EFO:0000508
MONDO:0007068	MONDO:0004736
MONDO:0007068	MONDO:0019236
MONDO:0007072	MONDO:0000426
MONDO:0007072	MONDO:0018454
MONDO:0007072	MONDO:0019054
MONDO:0007072	MONDO:0020197
MONDO:0007073	MONDO:0015334
MONDO:0007073	MONDO:0017139
MONDO:0007073	MONDO:0019054
MONDO:0007073	MONDO:0043007
MONDO:0007077	EFO:0003966
MONDO:0007077	MONDO:0019290
MONDO:0007077	MONDO:0019589
MONDO:0007077	MONDO:0024255
MONDO:0007078	MONDO:0016565
MONDO:0007078	MONDO:0019695
MONDO:0007078	MONDO:0019992
MONDO:0007078	MONDO:0021154
MONDO:0007078	MONDO:0024255
MONDO:0007079	EFO:0003890
MONDO:0007079	MONDO:0021698
MONDO:0007080	MONDO:0015512
MONDO:0007080	MONDO:0016525
MONDO:0007083	MONDO:0017666
MONDO:0007083	MONDO:0019287
MONDO:0007085	MONDO:0000508
MONDO:0007085	MONDO:0019117
MONDO:0007085	MONDO:0021034
MONDO:0007086	MONDO:0000426
MONDO:0007086	MONDO:0018965
MONDO:0007093	MONDO:0019507
MONDO:0007095	MONDO:0019287
MONDO:0007097	MONDO:0015923
MONDO:0007097	MONDO:0018634
MONDO:0007097	MONDO:0020127
MONDO:0007097	MONDO:0020215
MONDO:0007098	EFO:0006790
MONDO:0007099	MONDO:0018634
MONDO:0007099	MONDO:0019724
MONDO:0007101	MONDO:0015301
MONDO:0007101	MONDO:0018634
MONDO:0007101	MONDO:0024255
MONDO:0007105	EFO:0001356
MONDO:0007105	MONDO:0017161
MONDO:0007105	MONDO:0030923
MONDO:0007109	MONDO:0000577
MONDO:0007109	MONDO:0019403
MONDO:0007112	MONDO:0018771
MONDO:0007113	EFO:0000474
MONDO:0007113	MONDO:0000508
MONDO:0007113	MONDO:0019117
MONDO:0007114	MONDO:0019695
MONDO:0007116	MONDO:0015145
MONDO:0007116	MONDO:0015953
MONDO:0007116	MONDO:0019755
MONDO:0007116	MONDO:0021248
MONDO:0007116	MONDO:0024296
MONDO:0007119	EFO:0000508
MONDO:0007119	MONDO:0015217
MONDO:0007119	MONDO:0019172
MONDO:0007120	MONDO:0020148
MONDO:0007123	MONDO:0015335
MONDO:0007123	MONDO:0020156
MONDO:0007124	MONDO:0018454
MONDO:0007124	MONDO:0019054
MONDO:0007124	MONDO:0019287
MONDO:0007124	MONDO:0020156
MONDO:0007131	MONDO:0019285
MONDO:0007131	MONDO:0019287
MONDO:0007134	MONDO:0019054
MONDO:0007134	MONDO:0019285
MONDO:0007142	MONDO:0000426
MONDO:0007142	MONDO:0002320
MONDO:0007142	MONDO:0015246
MONDO:0007142	MONDO:0015334
MONDO:0007142	MONDO:0015620
MONDO:0007142	MONDO:0018454
MONDO:0007142	MONDO:0019054
MONDO:0007142	MONDO:0019589
MONDO:0007142	MONDO:0019721
MONDO:0007142	MONDO:0043008
MONDO:0007143	MONDO:0000508
MONDO:0007143	MONDO:0002320
MONDO:0007143	MONDO:0015159
MONDO:0007145	MONDO:0019294
MONDO:0007145	MONDO:0024255
MONDO:0007152	MONDO:0016342
MONDO:0007154	MONDO:0000648
MONDO:0007154	MONDO:0001256
MONDO:0007154	MONDO:0015145
MONDO:0007154	MONDO:0015953
MONDO:0007154	MONDO:0016229
MONDO:0007158	MONDO:0019942
MONDO:0007159	MONDO:0002320
MONDO:0007159	MONDO:0019589
MONDO:0007159	MONDO:0019942
MONDO:0007160	MONDO:0019354
MONDO:0007160	MONDO:0022800
MONDO:0007160	MONDO:0023603
MONDO:0007163	MONDO:0016227
MONDO:0007164	MONDO:0017846
MONDO:0007165	MONDO:0017846
MONDO:0007167	MONDO:0000389
MONDO:0007167	MONDO:0018187
MONDO:0007167	MONDO:0018751
MONDO:0007167	MONDO:0019690
MONDO:0007168	MONDO:0000389
MONDO:0007168	MONDO:0000508
MONDO:0007168	MONDO:0002320
MONDO:0007168	MONDO:0015159
MONDO:0007168	MONDO:0018187
MONDO:0007168	MONDO:0018751
MONDO:0007168	MONDO:0019117
MONDO:0007168	MONDO:0019690
MONDO:0007168	MONDO:0043005
MONDO:0007172	EFO:1000825
MONDO:0007173	EFO:1000825
MONDO:0007173	MONDO:0015110
MONDO:0007174	MONDO:0002254
MONDO:0007174	MONDO:0015110
MONDO:0007176	MONDO:0019118
MONDO:0007177	EFO:0009676
MONDO:0007182	MONDO:0015548
MONDO:0007182	MONDO:0019792
MONDO:0007185	MONDO:0018234
MONDO:0007187	MONDO:0000426
MONDO:0007187	MONDO:0015356
MONDO:0007187	MONDO:0016756
MONDO:0007187	MONDO:0019117
MONDO:0007187	MONDO:0019755
MONDO:0007187	MONDO:0042983
MONDO:0007188	MONDO:0015141
MONDO:0007188	MONDO:0019117
MONDO:0007194	EFO:0009531
MONDO:0007194	MONDO:0017131
MONDO:0007194	MONDO:0020286
MONDO:0007197	EFO:0000508
MONDO:0007197	EFO:1000018
MONDO:0007198	MONDO:0043008
MONDO:0007200	MONDO:0000508
MONDO:0007200	MONDO:0002320
MONDO:0007200	MONDO:0015159
MONDO:0007200	MONDO:0015503
MONDO:0007200	MONDO:0018562
MONDO:0007200	MONDO:0019117
MONDO:0007200	MONDO:0043005
MONDO:0007201	MONDO:0000426
MONDO:0007201	MONDO:0008537
MONDO:0007201	MONDO:0019852
MONDO:0007201	MONDO:0020162
MONDO:0007202	MONDO:0020236
MONDO:0007203	MONDO:0002254
MONDO:0007203	MONDO:0015356
MONDO:0007203	MONDO:0016229
MONDO:0007203	MONDO:0016230
MONDO:0007203	MONDO:0019293
MONDO:0007203	MONDO:0024255
MONDO:0007205	EFO:0003820
MONDO:0007205	MONDO:0018230
MONDO:0007207	MONDO:0019287
MONDO:0007208	EFO:0000508
MONDO:0007208	EFO:0005571
MONDO:0007208	MONDO:0019690
MONDO:0007209	MONDO:0019698
MONDO:0007211	MONDO:0015512
MONDO:0007211	MONDO:0018454
MONDO:0007211	MONDO:0019054
MONDO:0007212	MONDO:0015110
MONDO:0007212	MONDO:0016432
MONDO:0007213	MONDO:0021004
MONDO:0007214	MONDO:0019054
MONDO:0007215	MONDO:0021004
MONDO:0007216	MONDO:0002254
MONDO:0007216	MONDO:0021004
MONDO:0007218	MONDO:0021004
MONDO:0007219	MONDO:0019696
MONDO:0007219	MONDO:0021004
MONDO:0007220	MONDO:0019676
MONDO:0007221	MONDO:0021004
MONDO:0007225	MONDO:0018454
MONDO:0007225	MONDO:0019054
MONDO:0007226	MONDO:0002254
MONDO:0007226	MONDO:0015159
MONDO:0007227	MONDO:0002254
MONDO:0007230	MONDO:0018454
MONDO:0007230	MONDO:0019054
MONDO:0007230	MONDO:0043007
MONDO:0007231	MONDO:0015770
MONDO:0007231	MONDO:0018454
MONDO:0007231	MONDO:0019054
MONDO:0007231	MONDO:0043008
MONDO:0007232	MONDO:0000426
MONDO:0007232	MONDO:0015262
MONDO:0007232	MONDO:0018240
MONDO:0007235	MONDO:0000426
MONDO:0007235	MONDO:0015335
MONDO:0007235	MONDO:0018751
MONDO:0007235	MONDO:0043008
MONDO:0007239	MONDO:0017266
MONDO:0007244	EFO:0000508
MONDO:0007244	MONDO:0002185
MONDO:0007244	MONDO:0002614
MONDO:0007244	MONDO:0019702
MONDO:0007245	MONDO:0019289
MONDO:0007248	MONDO:0017673
MONDO:0007249	MONDO:0021004
MONDO:0007250	MONDO:0017428
MONDO:0007251	EFO:0005571
MONDO:0007251	MONDO:0019698
MONDO:0007251	MONDO:0020040
MONDO:0007251	MONDO:0043007
MONDO:0007252	MONDO:0015335
MONDO:0007252	MONDO:0018751
MONDO:0007252	MONDO:0019942
MONDO:0007252	MONDO:0043008
MONDO:0007254	EFO:0003869
MONDO:0007254	MONDO:0003274
MONDO:0007259	MONDO:0015159
MONDO:0007259	MONDO:0043005
MONDO:0007259	MONDO:0100237
MONDO:0007263	EFO:0003777
MONDO:0007268	MONDO:0024573
MONDO:0007269	MONDO:0002254
MONDO:0007269	MONDO:0015470
MONDO:0007271	MONDO:0019292
MONDO:0007272	MONDO:0017760
MONDO:0007276	EFO:0000508
MONDO:0007276	MONDO:0015246
MONDO:0007276	MONDO:0015368
MONDO:0007276	MONDO:0015620
MONDO:0007276	MONDO:0019721
MONDO:0007277	MONDO:0022672
MONDO:0007277	MONDO:0043008
MONDO:0007280	MONDO:0011060
MONDO:0007289	MONDO:0011060
MONDO:0007290	MONDO:0011060
MONDO:0007291	owl:Thing
MONDO:0007293	MONDO:0017570
MONDO:0007295	MONDO:0000414
MONDO:0007295	MONDO:0017704
MONDO:0007296	MONDO:0019793
MONDO:0007297	EFO:0006790
MONDO:0007297	MONDO:0018591
MONDO:0007298	MONDO:0019792
MONDO:0007301	MONDO:0018454
MONDO:0007301	MONDO:0043007
MONDO:0007307	MONDO:0011909
MONDO:0007307	MONDO:0019011
MONDO:0007308	MONDO:0018993
MONDO:0007309	MONDO:0016950
MONDO:0007309	MONDO:0019011
MONDO:0007311	MONDO:0019011
MONDO:0007311	MONDO:0019589
MONDO:0007315	MONDO:0000426
MONDO:0007315	MONDO:0015135
MONDO:0007315	MONDO:0015356
MONDO:0007315	MONDO:0019751
MONDO:0007315	MONDO:0023603
MONDO:0007315	MONDO:0043008
MONDO:0007316	MONDO:0000115
MONDO:0007316	MONDO:0018075
MONDO:0007316	MONDO:0019117
MONDO:0007318	EFO:0003777
MONDO:0007318	EFO:0003966
MONDO:0007318	MONDO:0015214
MONDO:0007318	MONDO:0015509
MONDO:0007318	MONDO:0015620
MONDO:0007318	MONDO:0019721
MONDO:0007318	MONDO:0043008
MONDO:0007319	EFO:0005755
MONDO:0007319	MONDO:0001314
MONDO:0007319	MONDO:0019052
MONDO:0007319	MONDO:0023603
MONDO:0007321	MONDO:0000426
MONDO:0007321	MONDO:0002254
MONDO:0007321	MONDO:0015775
MONDO:0007322	MONDO:0007321
MONDO:0007326	owl:Thing
MONDO:0007329	EFO:0000508
MONDO:0007329	EFO:0001422
MONDO:0007329	MONDO:0100137
MONDO:0007330	MONDO:0018454
MONDO:0007334	MONDO:0017435
MONDO:0007334	MONDO:0020156
MONDO:0007334	MONDO:0043007
MONDO:0007334	MONDO:0100172
MONDO:0007336	MONDO:0016064
MONDO:0007337	MONDO:0015335
MONDO:0007337	MONDO:0018751
MONDO:0007337	MONDO:0043008
MONDO:0007339	MONDO:0000426
MONDO:0007339	MONDO:0015335
MONDO:0007339	MONDO:0018751
MONDO:0007339	MONDO:0019287
MONDO:0007339	MONDO:0020161
MONDO:0007339	MONDO:0043008
MONDO:0007340	EFO:0000508
MONDO:0007340	EFO:0005571
MONDO:0007340	MONDO:0002254
MONDO:0007340	MONDO:0018230
MONDO:0007340	MONDO:0020018
MONDO:0007341	MONDO:0019697
MONDO:0007342	MONDO:0016046
MONDO:0007343	MONDO:0017429
MONDO:0007343	MONDO:0019284
MONDO:0007346	MONDO:0019589
MONDO:0007346	MONDO:0022672
MONDO:0007348	owl:Thing
MONDO:0007349	MONDO:0018768
MONDO:0007350	MONDO:0001476
MONDO:0007351	MONDO:0001476
MONDO:0007351	MONDO:0020242
MONDO:0007352	MONDO:0000426
MONDO:0007352	MONDO:0015620
MONDO:0007352	MONDO:0019721
MONDO:0007352	MONDO:0020145
MONDO:0007353	MONDO:0020242
MONDO:0007354	MONDO:0001476
MONDO:0007354	MONDO:0001834
MONDO:0007354	MONDO:0019117
MONDO:0007355	MONDO:0000508
MONDO:0007355	MONDO:0002320
MONDO:0007355	MONDO:0015159
MONDO:0007355	MONDO:0015335
MONDO:0007355	MONDO:0018751
MONDO:0007355	MONDO:0019117
MONDO:0007355	MONDO:0043005
MONDO:0007363	EFO:0003857
MONDO:0007363	MONDO:0002320
MONDO:0007363	MONDO:0017310
MONDO:0007363	MONDO:0019942
MONDO:0007368	MONDO:0017762
MONDO:0007369	MONDO:0002520
MONDO:0007369	MONDO:0019142
MONDO:0007374	EFO:0000508
MONDO:0007374	MONDO:0020213
MONDO:0007375	MONDO:0000763
MONDO:0007375	MONDO:0000764
MONDO:0007375	MONDO:0020212
MONDO:0007376	EFO:0000508
MONDO:0007376	MONDO:0020213
MONDO:0007377	MONDO:0000764
MONDO:0007377	MONDO:0020213
MONDO:0007379	EFO:0000508
MONDO:0007379	MONDO:0000763
MONDO:0007379	MONDO:0020212
MONDO:0007380	MONDO:0000764
MONDO:0007380	MONDO:0004686
MONDO:0007381	EFO:0000508
MONDO:0007381	MONDO:0020212
MONDO:0007382	MONDO:0000508
MONDO:0007382	MONDO:0002320
MONDO:0007382	MONDO:0015159
MONDO:0007382	MONDO:0019589
MONDO:0007382	MONDO:0043005
MONDO:0007383	MONDO:0019287
MONDO:0007383	MONDO:0020215
MONDO:0007384	MONDO:0002320
MONDO:0007384	MONDO:0015368
MONDO:0007384	MONDO:0020127
MONDO:0007392	EFO:0004260
MONDO:0007395	MONDO:0002320
MONDO:0007395	MONDO:0019589
MONDO:0007395	MONDO:0043008
MONDO:0007396	MONDO:0002933
MONDO:0007399	MONDO:0018112
MONDO:0007399	MONDO:0018113
MONDO:0007399	MONDO:0018114
MONDO:0007399	MONDO:0018971
MONDO:0007400	MONDO:0019796
MONDO:0007401	EFO:0005774
MONDO:0007401	MONDO:0015704
MONDO:0007401	MONDO:0019117
MONDO:0007401	MONDO:0020022
MONDO:0007403	EFO:0004226
MONDO:0007403	EFO:0004280
MONDO:0007403	MONDO:0017234
MONDO:0007404	MONDO:0015368
MONDO:0007404	MONDO:0016887
MONDO:0007404	MONDO:0020165
MONDO:0007405	MONDO:0015338
MONDO:0007405	MONDO:0015368
MONDO:0007409	MONDO:0043008
MONDO:0007410	MONDO:0015217
MONDO:0007410	MONDO:0020153
MONDO:0007412	MONDO:0000426
MONDO:0007412	MONDO:0015338
MONDO:0007412	MONDO:0021154
MONDO:0007412	MONDO:0024255
MONDO:0007412	MONDO:0043008
MONDO:0007413	MONDO:0020120
MONDO:0007413	MONDO:0043008
MONDO:0007414	EFO:0005755
MONDO:0007414	MONDO:0000631
MONDO:0007414	MONDO:0002013
MONDO:0007414	MONDO:0003157
MONDO:0007414	MONDO:0016524
MONDO:0007414	MONDO:0024499
MONDO:0007415	MONDO:0020811
MONDO:0007417	MONDO:0019268
MONDO:0007417	MONDO:0024255
MONDO:0007420	MONDO:0017922
MONDO:0007420	MONDO:0100172
MONDO:0007421	MONDO:0019589
MONDO:0007422	MONDO:0017670
MONDO:0007422	MONDO:0019589
MONDO:0007424	MONDO:0019587
