Subject	Object
ORPHANET.ORDO:79299	ORPHANET.ORDO:308459
ORPHANET.ORDO:792	owl:Thing
ORPHANET.ORDO:79301	EFO:0009039
ORPHANET.ORDO:79302	EFO:0009039
ORPHANET.ORDO:79303	EFO:0009039
ORPHANET.ORDO:79304	ORPHANET.ORDO:172
ORPHANET.ORDO:79305	ORPHANET.ORDO:172
ORPHANET.ORDO:79306	ORPHANET.ORDO:172
ORPHANET.ORDO:79310	ORPHANET.ORDO:28
ORPHANET.ORDO:79311	ORPHANET.ORDO:28
ORPHANET.ORDO:79312	ORPHANET.ORDO:28
ORPHANET.ORDO:79312	MONDO:0009612
ORPHANET.ORDO:79314	owl:Thing
ORPHANET.ORDO:79315	owl:Thing
ORPHANET.ORDO:79316	owl:Thing
ORPHANET.ORDO:79317	owl:Thing
ORPHANET.ORDO:79318	owl:Thing
ORPHANET.ORDO:79319	owl:Thing
ORPHANET.ORDO:79320	owl:Thing
ORPHANET.ORDO:79321	owl:Thing
ORPHANET.ORDO:79322	ORPHANET.ORDO:309526
ORPHANET.ORDO:79322	ORPHANET.ORDO:371071
ORPHANET.ORDO:79323	owl:Thing
ORPHANET.ORDO:79324	owl:Thing
ORPHANET.ORDO:79325	owl:Thing
ORPHANET.ORDO:79326	owl:Thing
ORPHANET.ORDO:79327	owl:Thing
ORPHANET.ORDO:79328	owl:Thing
ORPHANET.ORDO:79329	owl:Thing
ORPHANET.ORDO:79330	owl:Thing
ORPHANET.ORDO:79332	owl:Thing
ORPHANET.ORDO:79333	owl:Thing
ORPHANET.ORDO:79344	ORPHANET.ORDO:176
ORPHANET.ORDO:79345	owl:Thing
ORPHANET.ORDO:79346	ORPHANET.ORDO:176
ORPHANET.ORDO:79347	ORPHANET.ORDO:176
ORPHANET.ORDO:79350	ORPHANET.ORDO:35705
ORPHANET.ORDO:79351	ORPHANET.ORDO:35705
ORPHANET.ORDO:79357	ORPHANET.ORDO:183426
ORPHANET.ORDO:79360	ORPHANET.ORDO:183426
ORPHANET.ORDO:79361	ORPHANET.ORDO:183426
ORPHANET.ORDO:79364	ORPHANET.ORDO:183450
ORPHANET.ORDO:79364	MONDO:0024255
ORPHANET.ORDO:79365	ORPHANET.ORDO:183450
ORPHANET.ORDO:79366	ORPHANET.ORDO:183450
ORPHANET.ORDO:79367	ORPHANET.ORDO:183450
ORPHANET.ORDO:79369	ORPHANET.ORDO:183454
ORPHANET.ORDO:79370	ORPHANET.ORDO:183454
ORPHANET.ORDO:79373	ORPHANET.ORDO:139027
ORPHANET.ORDO:79373	ORPHANET.ORDO:183447
ORPHANET.ORDO:79383	EFO:0000701
ORPHANET.ORDO:79385	ORPHANET.ORDO:68346
ORPHANET.ORDO:79387	ORPHANET.ORDO:68346
ORPHANET.ORDO:79388	ORPHANET.ORDO:79387
ORPHANET.ORDO:79389	owl:Thing
ORPHANET.ORDO:79394	ORPHANET.ORDO:281097
ORPHANET.ORDO:79395	ORPHANET.ORDO:281082
ORPHANET.ORDO:79395	ORPHANET.ORDO:307773
ORPHANET.ORDO:79396	ORPHANET.ORDO:158665
ORPHANET.ORDO:79397	ORPHANET.ORDO:158665
ORPHANET.ORDO:79399	ORPHANET.ORDO:158665
ORPHANET.ORDO:79400	ORPHANET.ORDO:158665
ORPHANET.ORDO:79401	ORPHANET.ORDO:158665
ORPHANET.ORDO:79402	ORPHANET.ORDO:89840
ORPHANET.ORDO:79403	ORPHANET.ORDO:305
ORPHANET.ORDO:79404	ORPHANET.ORDO:263676
ORPHANET.ORDO:79404	ORPHANET.ORDO:305
ORPHANET.ORDO:79405	ORPHANET.ORDO:305
ORPHANET.ORDO:79406	ORPHANET.ORDO:305
ORPHANET.ORDO:79408	owl:Thing
ORPHANET.ORDO:79409	ORPHANET.ORDO:303
ORPHANET.ORDO:79410	ORPHANET.ORDO:303
ORPHANET.ORDO:79411	ORPHANET.ORDO:303
ORPHANET.ORDO:79411	EFO:0010238
ORPHANET.ORDO:79414	ORPHANET.ORDO:79366
ORPHANET.ORDO:79430	owl:Thing
ORPHANET.ORDO:79431	ORPHANET.ORDO:352731
ORPHANET.ORDO:79432	ORPHANET.ORDO:55
ORPHANET.ORDO:79433	ORPHANET.ORDO:55
ORPHANET.ORDO:79434	ORPHANET.ORDO:352731
ORPHANET.ORDO:79435	ORPHANET.ORDO:55
ORPHANET.ORDO:79443	owl:Thing
ORPHANET.ORDO:79444	ORPHANET.ORDO:665
ORPHANET.ORDO:79445	ORPHANET.ORDO:665
ORPHANET.ORDO:79447	owl:Thing
ORPHANET.ORDO:79450	owl:Thing
ORPHANET.ORDO:79452	ORPHANET.ORDO:77240
ORPHANET.ORDO:79452	ORPHANET.ORDO:98614
ORPHANET.ORDO:79452	MONDO:0024255
ORPHANET.ORDO:79458	ORPHANET.ORDO:139027
ORPHANET.ORDO:79458	ORPHANET.ORDO:183487
ORPHANET.ORDO:79458	ORPHANET.ORDO:98584
ORPHANET.ORDO:79458	ORPHANET.ORDO:98598
ORPHANET.ORDO:79459	ORPHANET.ORDO:113
ORPHANET.ORDO:79473	ORPHANET.ORDO:95157
ORPHANET.ORDO:79474	MONDO:0015333
ORPHANET.ORDO:79476	ORPHANET.ORDO:381
ORPHANET.ORDO:79477	ORPHANET.ORDO:183494
ORPHANET.ORDO:79477	ORPHANET.ORDO:331184
ORPHANET.ORDO:79477	ORPHANET.ORDO:331249
ORPHANET.ORDO:79477	ORPHANET.ORDO:381
ORPHANET.ORDO:79478	ORPHANET.ORDO:381
ORPHANET.ORDO:79483	ORPHANET.ORDO:2875
ORPHANET.ORDO:79484	ORPHANET.ORDO:2875
ORPHANET.ORDO:79485	ORPHANET.ORDO:2875
ORPHANET.ORDO:79492	ORPHANET.ORDO:79366
ORPHANET.ORDO:79493	owl:Thing
ORPHANET.ORDO:79495	owl:Thing
ORPHANET.ORDO:79499	ORPHANET.ORDO:3231
ORPHANET.ORDO:794	owl:Thing
ORPHANET.ORDO:79500	owl:Thing
ORPHANET.ORDO:79501	ORPHANET.ORDO:2338
ORPHANET.ORDO:79502	ORPHANET.ORDO:2338
ORPHANET.ORDO:79503	ORPHANET.ORDO:281103
ORPHANET.ORDO:79504	ORPHANET.ORDO:281103
ORPHANET.ORDO:79506	ORPHANET.ORDO:181428
ORPHANET.ORDO:79507	ORPHANET.ORDO:91088
ORPHANET.ORDO:79643	ORPHANET.ORDO:165988
ORPHANET.ORDO:79644	ORPHANET.ORDO:165988
ORPHANET.ORDO:79651	ORPHANET.ORDO:716
ORPHANET.ORDO:79665	owl:Thing
ORPHANET.ORDO:796	owl:Thing
ORPHANET.ORDO:797	EFO:0003818
ORPHANET.ORDO:798	owl:Thing
ORPHANET.ORDO:799	ORPHANET.ORDO:166478
ORPHANET.ORDO:799	ORPHANET.ORDO:269190
ORPHANET.ORDO:79	ORPHANET.ORDO:68334
ORPHANET.ORDO:7	ORPHANET.ORDO:102283
ORPHANET.ORDO:7	ORPHANET.ORDO:183763
ORPHANET.ORDO:7	ORPHANET.ORDO:269570
ORPHANET.ORDO:800	owl:Thing
ORPHANET.ORDO:805	ORPHANET.ORDO:183595
ORPHANET.ORDO:806	owl:Thing
ORPHANET.ORDO:808	owl:Thing
ORPHANET.ORDO:811	owl:Thing
ORPHANET.ORDO:812	ORPHANET.ORDO:68385
ORPHANET.ORDO:812	ORPHANET.ORDO:98714
ORPHANET.ORDO:812	MONDO:0017734
ORPHANET.ORDO:813	owl:Thing
ORPHANET.ORDO:816	ORPHANET.ORDO:281238
ORPHANET.ORDO:816	ORPHANET.ORDO:352306
ORPHANET.ORDO:816	ORPHANET.ORDO:68385
ORPHANET.ORDO:816	ORPHANET.ORDO:98666
ORPHANET.ORDO:816	ORPHANET.ORDO:98712
ORPHANET.ORDO:816	ORPHANET.ORDO:98713
ORPHANET.ORDO:816	MONDO:0017263
ORPHANET.ORDO:817	ORPHANET.ORDO:281082
ORPHANET.ORDO:818	owl:Thing
ORPHANET.ORDO:819	owl:Thing
ORPHANET.ORDO:82004	ORPHANET.ORDO:285014
ORPHANET.ORDO:82004	MONDO:0020066
ORPHANET.ORDO:821	owl:Thing
ORPHANET.ORDO:822	ORPHANET.ORDO:98364
ORPHANET.ORDO:823	ORPHANET.ORDO:268357
ORPHANET.ORDO:827	owl:Thing
ORPHANET.ORDO:828	owl:Thing
ORPHANET.ORDO:82	owl:Thing
ORPHANET.ORDO:832	ORPHANET.ORDO:79183
ORPHANET.ORDO:83330	owl:Thing
ORPHANET.ORDO:833	ORPHANET.ORDO:108987
ORPHANET.ORDO:833	ORPHANET.ORDO:139009
ORPHANET.ORDO:833	ORPHANET.ORDO:68385
ORPHANET.ORDO:833	ORPHANET.ORDO:79173
ORPHANET.ORDO:833	ORPHANET.ORDO:98653
ORPHANET.ORDO:83418	ORPHANET.ORDO:70
ORPHANET.ORDO:83419	ORPHANET.ORDO:70
ORPHANET.ORDO:83420	ORPHANET.ORDO:70
ORPHANET.ORDO:83454	ORPHANET.ORDO:371436
ORPHANET.ORDO:83461	ORPHANET.ORDO:108985
ORPHANET.ORDO:83461	MONDO:0020145
ORPHANET.ORDO:83471	ORPHANET.ORDO:331220
ORPHANET.ORDO:83472	owl:Thing
ORPHANET.ORDO:83473	ORPHANET.ORDO:269564
ORPHANET.ORDO:834	ORPHANET.ORDO:68385
ORPHANET.ORDO:834	ORPHANET.ORDO:79207
ORPHANET.ORDO:834	ORPHANET.ORDO:93448
ORPHANET.ORDO:83617	ORPHANET.ORDO:102283
ORPHANET.ORDO:83617	ORPHANET.ORDO:183494
ORPHANET.ORDO:83617	ORPHANET.ORDO:183763
ORPHANET.ORDO:83617	ORPHANET.ORDO:229720
ORPHANET.ORDO:83619	ORPHANET.ORDO:330206
ORPHANET.ORDO:83620	ORPHANET.ORDO:104007
ORPHANET.ORDO:83628	ORPHANET.ORDO:117573
ORPHANET.ORDO:83628	ORPHANET.ORDO:330206
ORPHANET.ORDO:83628	ORPHANET.ORDO:79385
ORPHANET.ORDO:83629	owl:Thing
ORPHANET.ORDO:83639	ORPHANET.ORDO:248361
ORPHANET.ORDO:83639	ORPHANET.ORDO:309515
ORPHANET.ORDO:83639	ORPHANET.ORDO:371071
ORPHANET.ORDO:83642	ORPHANET.ORDO:309842
ORPHANET.ORDO:83642	ORPHANET.ORDO:98360
ORPHANET.ORDO:83648	MONDO:0020119
ORPHANET.ORDO:839	ORPHANET.ORDO:97556
ORPHANET.ORDO:83	owl:Thing
ORPHANET.ORDO:84064	ORPHANET.ORDO:156604
ORPHANET.ORDO:84064	ORPHANET.ORDO:363300
ORPHANET.ORDO:84081	owl:Thing
ORPHANET.ORDO:84090	ORPHANET.ORDO:102373
ORPHANET.ORDO:84093	ORPHANET.ORDO:140453
ORPHANET.ORDO:84096	ORPHANET.ORDO:68356
ORPHANET.ORDO:84132	ORPHANET.ORDO:206662
ORPHANET.ORDO:84132	ORPHANET.ORDO:209041
ORPHANET.ORDO:84132	ORPHANET.ORDO:209193
ORPHANET.ORDO:841	ORPHANET.ORDO:183460
ORPHANET.ORDO:84271	ORPHANET.ORDO:102373
ORPHANET.ORDO:844	ORPHANET.ORDO:101934
ORPHANET.ORDO:845	owl:Thing
ORPHANET.ORDO:846	ORPHANET.ORDO:275745
ORPHANET.ORDO:846	ORPHANET.ORDO:93614
ORPHANET.ORDO:847	ORPHANET.ORDO:232288
ORPHANET.ORDO:847	ORPHANET.ORDO:325638
ORPHANET.ORDO:847	ORPHANET.ORDO:98087
ORPHANET.ORDO:847	MONDO:0009332
ORPHANET.ORDO:847	MONDO:0016980
ORPHANET.ORDO:848	ORPHANET.ORDO:275749
ORPHANET.ORDO:848	ORPHANET.ORDO:93614
ORPHANET.ORDO:849	owl:Thing
ORPHANET.ORDO:84	owl:Thing
ORPHANET.ORDO:85110	ORPHANET.ORDO:98261
ORPHANET.ORDO:85112	ORPHANET.ORDO:307804
ORPHANET.ORDO:85112	ORPHANET.ORDO:325109
ORPHANET.ORDO:85112	ORPHANET.ORDO:325638
ORPHANET.ORDO:85128	owl:Thing
ORPHANET.ORDO:85136	ORPHANET.ORDO:68356
ORPHANET.ORDO:85146	ORPHANET.ORDO:209185
ORPHANET.ORDO:85146	ORPHANET.ORDO:98505
ORPHANET.ORDO:85162	ORPHANET.ORDO:183500
ORPHANET.ORDO:85163	ORPHANET.ORDO:183763
ORPHANET.ORDO:85163	ORPHANET.ORDO:68356
ORPHANET.ORDO:85163	ORPHANET.ORDO:98641
ORPHANET.ORDO:85164	ORPHANET.ORDO:93454
ORPHANET.ORDO:85164	MONDO:0019685
ORPHANET.ORDO:85165	ORPHANET.ORDO:364536
ORPHANET.ORDO:85165	ORPHANET.ORDO:79360
ORPHANET.ORDO:85165	MONDO:0019685
ORPHANET.ORDO:85166	ORPHANET.ORDO:93421
ORPHANET.ORDO:85166	ORPHANET.ORDO:93434
ORPHANET.ORDO:85167	ORPHANET.ORDO:254
ORPHANET.ORDO:85168	ORPHANET.ORDO:93436
ORPHANET.ORDO:85169	ORPHANET.ORDO:69028
ORPHANET.ORDO:85169	MONDO:0018240
ORPHANET.ORDO:85170	ORPHANET.ORDO:93438
ORPHANET.ORDO:85172	ORPHANET.ORDO:324761
ORPHANET.ORDO:85173	owl:Thing
ORPHANET.ORDO:85174	ORPHANET.ORDO:139030
ORPHANET.ORDO:85174	ORPHANET.ORDO:93441
ORPHANET.ORDO:85175	owl:Thing
ORPHANET.ORDO:85179	ORPHANET.ORDO:2781
ORPHANET.ORDO:85182	ORPHANET.ORDO:183527
ORPHANET.ORDO:85184	ORPHANET.ORDO:93444
ORPHANET.ORDO:85186	ORPHANET.ORDO:269567
ORPHANET.ORDO:85186	ORPHANET.ORDO:93444
ORPHANET.ORDO:85188	ORPHANET.ORDO:93444
ORPHANET.ORDO:85191	owl:Thing
ORPHANET.ORDO:85192	ORPHANET.ORDO:93446
ORPHANET.ORDO:85193	ORPHANET.ORDO:93446
ORPHANET.ORDO:85194	ORPHANET.ORDO:93446
ORPHANET.ORDO:85195	ORPHANET.ORDO:93449
ORPHANET.ORDO:85196	ORPHANET.ORDO:371428
ORPHANET.ORDO:85197	ORPHANET.ORDO:93450
ORPHANET.ORDO:85198	ORPHANET.ORDO:93450
ORPHANET.ORDO:85199	ORPHANET.ORDO:139393
ORPHANET.ORDO:85199	ORPHANET.ORDO:93451
ORPHANET.ORDO:851	owl:Thing
ORPHANET.ORDO:85200	ORPHANET.ORDO:93454
ORPHANET.ORDO:85201	ORPHANET.ORDO:102283
ORPHANET.ORDO:85201	ORPHANET.ORDO:183763
ORPHANET.ORDO:85201	ORPHANET.ORDO:93455
ORPHANET.ORDO:85202	owl:Thing
ORPHANET.ORDO:85203	ORPHANET.ORDO:294959
ORPHANET.ORDO:85212	owl:Thing
ORPHANET.ORDO:85273	ORPHANET.ORDO:102283
ORPHANET.ORDO:85273	MONDO:0020119
ORPHANET.ORDO:85274	ORPHANET.ORDO:102283
ORPHANET.ORDO:85274	MONDO:0020119
ORPHANET.ORDO:85275	ORPHANET.ORDO:102283
ORPHANET.ORDO:85275	ORPHANET.ORDO:202948
ORPHANET.ORDO:85275	MONDO:0020119
ORPHANET.ORDO:85276	owl:Thing
ORPHANET.ORDO:85277	owl:Thing
ORPHANET.ORDO:85278	owl:Thing
ORPHANET.ORDO:85279	ORPHANET.ORDO:102283
ORPHANET.ORDO:85279	ORPHANET.ORDO:166472
ORPHANET.ORDO:85279	MONDO:0020119
ORPHANET.ORDO:85280	ORPHANET.ORDO:102283
ORPHANET.ORDO:85280	MONDO:0020119
ORPHANET.ORDO:85282	owl:Thing
ORPHANET.ORDO:85283	owl:Thing
ORPHANET.ORDO:85284	owl:Thing
ORPHANET.ORDO:85285	owl:Thing
ORPHANET.ORDO:85286	ORPHANET.ORDO:102283
ORPHANET.ORDO:85286	MONDO:0020119
ORPHANET.ORDO:85287	ORPHANET.ORDO:102283
ORPHANET.ORDO:85287	MONDO:0020119
ORPHANET.ORDO:85288	MONDO:0020119
ORPHANET.ORDO:85289	ORPHANET.ORDO:102283
ORPHANET.ORDO:85289	MONDO:0020119
ORPHANET.ORDO:85290	MONDO:0020119
ORPHANET.ORDO:85291	ORPHANET.ORDO:102283
ORPHANET.ORDO:85291	MONDO:0020119
ORPHANET.ORDO:85292	owl:Thing
ORPHANET.ORDO:85293	owl:Thing
ORPHANET.ORDO:85294	ORPHANET.ORDO:166472
ORPHANET.ORDO:85294	MONDO:0020119
ORPHANET.ORDO:85295	ORPHANET.ORDO:391417
ORPHANET.ORDO:85297	owl:Thing
ORPHANET.ORDO:852	ORPHANET.ORDO:268322
ORPHANET.ORDO:85317	ORPHANET.ORDO:102283
ORPHANET.ORDO:85317	MONDO:0020119
ORPHANET.ORDO:85318	MONDO:0020119
ORPHANET.ORDO:85319	ORPHANET.ORDO:102283
ORPHANET.ORDO:85319	MONDO:0020119
ORPHANET.ORDO:85320	MONDO:0020119
ORPHANET.ORDO:85321	ORPHANET.ORDO:102283
ORPHANET.ORDO:85321	ORPHANET.ORDO:90642
ORPHANET.ORDO:85321	MONDO:0020119
ORPHANET.ORDO:85322	owl:Thing
ORPHANET.ORDO:85323	owl:Thing
ORPHANET.ORDO:85324	MONDO:0020119
ORPHANET.ORDO:85325	owl:Thing
ORPHANET.ORDO:85326	owl:Thing
ORPHANET.ORDO:85327	MONDO:0020119
ORPHANET.ORDO:85328	MONDO:0020119
ORPHANET.ORDO:85329	owl:Thing
ORPHANET.ORDO:85330	ORPHANET.ORDO:269573
ORPHANET.ORDO:85330	MONDO:0020119
ORPHANET.ORDO:85331	ORPHANET.ORDO:281244
ORPHANET.ORDO:85331	MONDO:0020119
ORPHANET.ORDO:85332	owl:Thing
ORPHANET.ORDO:85334	owl:Thing
ORPHANET.ORDO:85335	ORPHANET.ORDO:102283
ORPHANET.ORDO:85335	MONDO:0020119
ORPHANET.ORDO:85336	owl:Thing
ORPHANET.ORDO:85337	MONDO:0020119
ORPHANET.ORDO:85338	MONDO:0016612
ORPHANET.ORDO:85338	MONDO:0020119
ORPHANET.ORDO:85442	ORPHANET.ORDO:95495
ORPHANET.ORDO:85443	owl:Thing
ORPHANET.ORDO:85447	owl:Thing
ORPHANET.ORDO:85448	ORPHANET.ORDO:207021
ORPHANET.ORDO:85448	ORPHANET.ORDO:98628
ORPHANET.ORDO:85448	MONDO:0018634
ORPHANET.ORDO:85450	ORPHANET.ORDO:183586
ORPHANET.ORDO:85451	owl:Thing
ORPHANET.ORDO:85453	ORPHANET.ORDO:183466
ORPHANET.ORDO:85453	ORPHANET.ORDO:271870
ORPHANET.ORDO:85453	ORPHANET.ORDO:98628
ORPHANET.ORDO:85458	ORPHANET.ORDO:183503
ORPHANET.ORDO:85458	ORPHANET.ORDO:371439
ORPHANET.ORDO:857	owl:Thing
ORPHANET.ORDO:859	ORPHANET.ORDO:79171
ORPHANET.ORDO:859	ORPHANET.ORDO:98396
ORPHANET.ORDO:85	ORPHANET.ORDO:293830
ORPHANET.ORDO:860	ORPHANET.ORDO:271853
ORPHANET.ORDO:861	owl:Thing
ORPHANET.ORDO:86309	owl:Thing
ORPHANET.ORDO:86788	owl:Thing
ORPHANET.ORDO:86789	ORPHANET.ORDO:109011
ORPHANET.ORDO:86789	ORPHANET.ORDO:93455
ORPHANET.ORDO:867	MONDO:0011512
ORPHANET.ORDO:86812	ORPHANET.ORDO:102015
ORPHANET.ORDO:86812	ORPHANET.ORDO:209030
ORPHANET.ORDO:86812	ORPHANET.ORDO:309469
ORPHANET.ORDO:86812	ORPHANET.ORDO:371064
ORPHANET.ORDO:86813	ORPHANET.ORDO:71862
ORPHANET.ORDO:86814	ORPHANET.ORDO:98260
ORPHANET.ORDO:86814	MONDO:0017651
ORPHANET.ORDO:86814	MONDO:0019117
ORPHANET.ORDO:86815	ORPHANET.ORDO:98605
ORPHANET.ORDO:86816	ORPHANET.ORDO:158300
ORPHANET.ORDO:86817	ORPHANET.ORDO:98374
ORPHANET.ORDO:86818	ORPHANET.ORDO:102283
ORPHANET.ORDO:86818	ORPHANET.ORDO:182043
ORPHANET.ORDO:86818	ORPHANET.ORDO:263756
ORPHANET.ORDO:86818	MONDO:0020119
ORPHANET.ORDO:86819	ORPHANET.ORDO:79364
ORPHANET.ORDO:86820	ORPHANET.ORDO:399388
ORPHANET.ORDO:86820	ORPHANET.ORDO:93421
ORPHANET.ORDO:86821	ORPHANET.ORDO:102011
ORPHANET.ORDO:86822	ORPHANET.ORDO:102011
ORPHANET.ORDO:86823	ORPHANET.ORDO:48471
ORPHANET.ORDO:868	ORPHANET.ORDO:308459
ORPHANET.ORDO:868	ORPHANET.ORDO:68385
ORPHANET.ORDO:868	ORPHANET.ORDO:98372
ORPHANET.ORDO:86906	ORPHANET.ORDO:166478
ORPHANET.ORDO:86909	ORPHANET.ORDO:98258
ORPHANET.ORDO:86913	ORPHANET.ORDO:98258
ORPHANET.ORDO:86914	ORPHANET.ORDO:89832
ORPHANET.ORDO:86915	ORPHANET.ORDO:89832
ORPHANET.ORDO:86917	ORPHANET.ORDO:330206
ORPHANET.ORDO:86917	ORPHANET.ORDO:89832
ORPHANET.ORDO:86917	MONDO:0024255
ORPHANET.ORDO:86918	ORPHANET.ORDO:98352
ORPHANET.ORDO:86919	ORPHANET.ORDO:98352
ORPHANET.ORDO:86920	ORPHANET.ORDO:183466
ORPHANET.ORDO:86920	ORPHANET.ORDO:79373
ORPHANET.ORDO:86920	ORPHANET.ORDO:98352
ORPHANET.ORDO:86923	ORPHANET.ORDO:98356
ORPHANET.ORDO:869	ORPHANET.ORDO:101960
ORPHANET.ORDO:869	ORPHANET.ORDO:207015
ORPHANET.ORDO:869	ORPHANET.ORDO:371445
ORPHANET.ORDO:869	ORPHANET.ORDO:98604
ORPHANET.ORDO:86	ORPHANET.ORDO:233655
ORPHANET.ORDO:871	ORPHANET.ORDO:101934
ORPHANET.ORDO:87503	ORPHANET.ORDO:98356
ORPHANET.ORDO:87876	ORPHANET.ORDO:102283
ORPHANET.ORDO:87876	ORPHANET.ORDO:139009
ORPHANET.ORDO:87876	ORPHANET.ORDO:182073
ORPHANET.ORDO:87876	ORPHANET.ORDO:93448
ORPHANET.ORDO:87876	ORPHANET.ORDO:93593
ORPHANET.ORDO:87876	ORPHANET.ORDO:98712
ORPHANET.ORDO:87876	MONDO:0017734
ORPHANET.ORDO:87884	ORPHANET.ORDO:96210
ORPHANET.ORDO:87	ORPHANET.ORDO:138055
ORPHANET.ORDO:87	ORPHANET.ORDO:946
ORPHANET.ORDO:87	ORPHANET.ORDO:98684
ORPHANET.ORDO:881	owl:Thing
ORPHANET.ORDO:882	ORPHANET.ORDO:101940
ORPHANET.ORDO:882	ORPHANET.ORDO:183422
ORPHANET.ORDO:882	ORPHANET.ORDO:207018
ORPHANET.ORDO:882	ORPHANET.ORDO:284818
ORPHANET.ORDO:882	ORPHANET.ORDO:93593
ORPHANET.ORDO:884	ORPHANET.ORDO:117573
ORPHANET.ORDO:884	ORPHANET.ORDO:262658
ORPHANET.ORDO:88616	ORPHANET.ORDO:101685
ORPHANET.ORDO:88618	ORPHANET.ORDO:183763
ORPHANET.ORDO:88618	ORPHANET.ORDO:79173
ORPHANET.ORDO:88619	ORPHANET.ORDO:71859
ORPHANET.ORDO:88621	ORPHANET.ORDO:281244
ORPHANET.ORDO:88628	ORPHANET.ORDO:98098
ORPHANET.ORDO:88629	ORPHANET.ORDO:98658
ORPHANET.ORDO:88630	ORPHANET.ORDO:183466
ORPHANET.ORDO:88630	ORPHANET.ORDO:93425
ORPHANET.ORDO:88630	ORPHANET.ORDO:93436
ORPHANET.ORDO:88632	ORPHANET.ORDO:108985
ORPHANET.ORDO:88632	MONDO:0020145
ORPHANET.ORDO:88635	ORPHANET.ORDO:206634
ORPHANET.ORDO:88635	ORPHANET.ORDO:209199
ORPHANET.ORDO:88637	ORPHANET.ORDO:181387
ORPHANET.ORDO:88637	ORPHANET.ORDO:289494
ORPHANET.ORDO:88639	ORPHANET.ORDO:68385
ORPHANET.ORDO:88639	ORPHANET.ORDO:79163
ORPHANET.ORDO:88642	ORPHANET.ORDO:140477
ORPHANET.ORDO:88643	ORPHANET.ORDO:177107
ORPHANET.ORDO:88644	ORPHANET.ORDO:1172
ORPHANET.ORDO:88659	ORPHANET.ORDO:156629
ORPHANET.ORDO:88660	ORPHANET.ORDO:156629
ORPHANET.ORDO:88661	ORPHANET.ORDO:164001
ORPHANET.ORDO:886	owl:Thing
ORPHANET.ORDO:887	ORPHANET.ORDO:117573
ORPHANET.ORDO:887	ORPHANET.ORDO:93547
ORPHANET.ORDO:888	ORPHANET.ORDO:156237
ORPHANET.ORDO:888	ORPHANET.ORDO:330206
ORPHANET.ORDO:88917	owl:Thing
ORPHANET.ORDO:88918	MONDO:0018965
ORPHANET.ORDO:88919	MONDO:0018965
ORPHANET.ORDO:88924	ORPHANET.ORDO:261956
ORPHANET.ORDO:88924	EFO:1001496
ORPHANET.ORDO:88938	ORPHANET.ORDO:757
ORPHANET.ORDO:88939	ORPHANET.ORDO:757
ORPHANET.ORDO:88940	ORPHANET.ORDO:757
ORPHANET.ORDO:88949	owl:Thing
ORPHANET.ORDO:88950	ORPHANET.ORDO:34149
ORPHANET.ORDO:88993	ORPHANET.ORDO:183545
ORPHANET.ORDO:88993	EFO:0009544
ORPHANET.ORDO:891	ORPHANET.ORDO:183503
ORPHANET.ORDO:891	ORPHANET.ORDO:98670
ORPHANET.ORDO:892	MONDO:0015079
ORPHANET.ORDO:893	owl:Thing
ORPHANET.ORDO:894	owl:Thing
ORPHANET.ORDO:895	owl:Thing
ORPHANET.ORDO:896	owl:Thing
ORPHANET.ORDO:897	owl:Thing
ORPHANET.ORDO:89832	ORPHANET.ORDO:79383
ORPHANET.ORDO:89838	ORPHANET.ORDO:158665
ORPHANET.ORDO:89839	ORPHANET.ORDO:158661
ORPHANET.ORDO:89840	ORPHANET.ORDO:305
ORPHANET.ORDO:89841	ORPHANET.ORDO:303
ORPHANET.ORDO:89842	ORPHANET.ORDO:263676
ORPHANET.ORDO:89842	ORPHANET.ORDO:303
ORPHANET.ORDO:89843	ORPHANET.ORDO:303
ORPHANET.ORDO:89844	ORPHANET.ORDO:1083
ORPHANET.ORDO:89844	ORPHANET.ORDO:89832
ORPHANET.ORDO:89844	MONDO:0024255
ORPHANET.ORDO:898	owl:Thing
ORPHANET.ORDO:89936	ORPHANET.ORDO:437
ORPHANET.ORDO:89937	ORPHANET.ORDO:437
ORPHANET.ORDO:89938	ORPHANET.ORDO:90642
ORPHANET.ORDO:89938	MONDO:0015231
ORPHANET.ORDO:899	owl:Thing
ORPHANET.ORDO:8	owl:Thing
ORPHANET.ORDO:90001	owl:Thing
ORPHANET.ORDO:90023	ORPHANET.ORDO:331184
ORPHANET.ORDO:90024	ORPHANET.ORDO:90642
ORPHANET.ORDO:90025	ORPHANET.ORDO:93458
ORPHANET.ORDO:90026	ORPHANET.ORDO:140474
ORPHANET.ORDO:90030	ORPHANET.ORDO:98370
ORPHANET.ORDO:90031	ORPHANET.ORDO:98372
ORPHANET.ORDO:90039	ORPHANET.ORDO:68364
ORPHANET.ORDO:90042	owl:Thing
ORPHANET.ORDO:90044	ORPHANET.ORDO:98365
ORPHANET.ORDO:90045	ORPHANET.ORDO:104004
ORPHANET.ORDO:90045	ORPHANET.ORDO:285657
ORPHANET.ORDO:90045	ORPHANET.ORDO:98408
ORPHANET.ORDO:90103	ORPHANET.ORDO:140459
ORPHANET.ORDO:90103	ORPHANET.ORDO:183763
ORPHANET.ORDO:90103	ORPHANET.ORDO:90642
ORPHANET.ORDO:90103	MONDO:0015626
ORPHANET.ORDO:90114	ORPHANET.ORDO:140450
ORPHANET.ORDO:90114	MONDO:0015626
