IRI	Direct	Inherited
http://purl.obolibrary.org/obo/MONDO_0012073	1	0
http://purl.obolibrary.org/obo/MONDO_0012074	0	0
http://purl.obolibrary.org/obo/MONDO_0012075	0	0
http://purl.obolibrary.org/obo/MONDO_0012081	0	0
http://purl.obolibrary.org/obo/MONDO_0016965	0	0
http://purl.obolibrary.org/obo/MONDO_0012084	3	0
http://purl.obolibrary.org/obo/MONDO_0012088	0	0
http://purl.obolibrary.org/obo/MONDO_0016575	0	0
http://purl.obolibrary.org/obo/MONDO_0012089	0	0
http://www.ebi.ac.uk/efo/EFO_1001991	0	27
http://purl.obolibrary.org/obo/MONDO_0012092	0	0
http://purl.obolibrary.org/obo/MONDO_0012095	0	0
http://purl.obolibrary.org/obo/MONDO_0012096	0	0
http://purl.obolibrary.org/obo/MONDO_0012098	0	0
http://purl.obolibrary.org/obo/MONDO_0012099	0	0
http://purl.obolibrary.org/obo/MONDO_0012103	0	0
http://purl.obolibrary.org/obo/MONDO_0012104	0	0
http://purl.obolibrary.org/obo/MONDO_0027767	0	0
http://purl.obolibrary.org/obo/MONDO_0020089	0	0
http://purl.obolibrary.org/obo/MONDO_0012108	0	0
http://purl.obolibrary.org/obo/MONDO_0012110	0	0
http://purl.obolibrary.org/obo/MONDO_0012112	0	0
http://purl.obolibrary.org/obo/MONDO_0012116	0	0
http://purl.obolibrary.org/obo/MONDO_0012117	0	0
http://purl.obolibrary.org/obo/MONDO_0012118	0	0
http://purl.obolibrary.org/obo/MONDO_0017750	0	0
http://purl.obolibrary.org/obo/MONDO_0015286	0	2
http://purl.obolibrary.org/obo/MONDO_0012120	0	0
http://purl.obolibrary.org/obo/MONDO_0012123	0	0
http://purl.obolibrary.org/obo/MONDO_0012124	0	0
http://purl.obolibrary.org/obo/MONDO_0012125	0	0
http://purl.obolibrary.org/obo/MONDO_0012126	0	0
http://purl.obolibrary.org/obo/MONDO_0018379	0	0
http://purl.obolibrary.org/obo/MONDO_0012127	0	0
http://purl.obolibrary.org/obo/MONDO_0100493	0	0
http://purl.obolibrary.org/obo/MONDO_0012130	0	0
http://purl.obolibrary.org/obo/MONDO_0020343	0	0
http://purl.obolibrary.org/obo/MONDO_0012132	0	0
http://purl.obolibrary.org/obo/MONDO_0012136	0	0
http://purl.obolibrary.org/obo/MONDO_0012137	0	0
http://purl.obolibrary.org/obo/MONDO_0012138	0	0
http://purl.obolibrary.org/obo/MONDO_0012141	0	0
http://purl.obolibrary.org/obo/MONDO_0012143	0	0
http://purl.obolibrary.org/obo/MONDO_0012155	0	0
http://purl.obolibrary.org/obo/MONDO_0012160	0	0
http://purl.obolibrary.org/obo/MONDO_0012161	0	0
http://purl.obolibrary.org/obo/MONDO_0024355	4	30
http://purl.obolibrary.org/obo/MONDO_0012163	0	0
http://purl.obolibrary.org/obo/MONDO_0012164	0	0
http://purl.obolibrary.org/obo/MONDO_0012165	0	0
http://purl.obolibrary.org/obo/MONDO_0012172	0	0
http://purl.obolibrary.org/obo/MONDO_0012173	0	0
http://purl.obolibrary.org/obo/MONDO_0017715	0	0
http://purl.obolibrary.org/obo/MONDO_0012176	0	0
http://purl.obolibrary.org/obo/MONDO_0012177	0	0
http://purl.obolibrary.org/obo/MONDO_0100449	0	0
http://purl.obolibrary.org/obo/MONDO_0012181	0	0
http://purl.obolibrary.org/obo/MONDO_0012183	0	0
http://purl.obolibrary.org/obo/MONDO_0012184	0	0
http://purl.obolibrary.org/obo/MONDO_0013621	0	0
http://purl.obolibrary.org/obo/MONDO_0012185	0	0
http://purl.obolibrary.org/obo/MONDO_0012186	0	0
http://purl.obolibrary.org/obo/MONDO_0012187	0	0
http://purl.obolibrary.org/obo/MONDO_0012188	0	0
http://purl.obolibrary.org/obo/MONDO_0012190	0	0
http://purl.obolibrary.org/obo/MONDO_0012191	0	0
http://purl.obolibrary.org/obo/MONDO_0012192	1	0
http://purl.obolibrary.org/obo/MONDO_0012193	0	0
http://purl.obolibrary.org/obo/MONDO_0012195	0	0
http://purl.obolibrary.org/obo/MONDO_0012198	0	0
http://purl.obolibrary.org/obo/MONDO_0012203	0	0
http://purl.obolibrary.org/obo/MONDO_0012204	0	0
http://purl.obolibrary.org/obo/MONDO_0012205	0	0
http://purl.obolibrary.org/obo/MONDO_0012206	0	0
http://purl.obolibrary.org/obo/MONDO_0012208	0	0
http://purl.obolibrary.org/obo/MONDO_0012209	0	0
http://purl.obolibrary.org/obo/MONDO_0012211	0	0
http://purl.obolibrary.org/obo/MONDO_0012213	0	0
http://purl.obolibrary.org/obo/MONDO_0012215	0	0
http://purl.obolibrary.org/obo/MONDO_0012216	0	0
http://purl.obolibrary.org/obo/MONDO_0012220	0	0
http://purl.obolibrary.org/obo/MONDO_0012221	0	0
http://purl.obolibrary.org/obo/MONDO_0012222	0	0
http://purl.obolibrary.org/obo/MONDO_0012231	0	0
http://purl.obolibrary.org/obo/MONDO_0012235	0	0
http://purl.obolibrary.org/obo/MONDO_0012237	0	0
http://purl.obolibrary.org/obo/MONDO_0012238	0	0
http://purl.obolibrary.org/obo/MONDO_0012241	0	0
http://purl.obolibrary.org/obo/MONDO_0012246	0	0
http://purl.obolibrary.org/obo/MONDO_0012247	0	0
http://purl.obolibrary.org/obo/MONDO_0012248	0	0
http://purl.obolibrary.org/obo/MONDO_0012250	0	0
http://purl.obolibrary.org/obo/MONDO_0012251	0	0
http://purl.obolibrary.org/obo/MONDO_0012253	0	0
http://purl.obolibrary.org/obo/MONDO_0012254	0	0
http://purl.obolibrary.org/obo/MONDO_0012256	0	0
http://purl.obolibrary.org/obo/MONDO_0012257	0	0
http://purl.obolibrary.org/obo/MONDO_0012258	0	0
http://purl.obolibrary.org/obo/MONDO_0012269	0	0
http://purl.obolibrary.org/obo/MONDO_0012271	0	0
http://purl.obolibrary.org/obo/MONDO_0012274	0	0
http://purl.obolibrary.org/obo/MONDO_0012276	0	0
http://purl.obolibrary.org/obo/MONDO_0012277	0	0
http://purl.obolibrary.org/obo/MONDO_0012280	0	0
http://purl.obolibrary.org/obo/MONDO_0012282	0	0
http://purl.obolibrary.org/obo/MONDO_0012289	4	0
http://purl.obolibrary.org/obo/MONDO_0012290	0	0
http://purl.obolibrary.org/obo/MONDO_0012296	0	0
http://purl.obolibrary.org/obo/MONDO_0012297	0	0
http://purl.obolibrary.org/obo/MONDO_0012301	0	0
http://purl.obolibrary.org/obo/MONDO_0012307	0	0
http://purl.obolibrary.org/obo/MONDO_0012308	0	0
http://purl.obolibrary.org/obo/MONDO_0012315	0	0
http://purl.obolibrary.org/obo/MONDO_0012316	0	0
http://purl.obolibrary.org/obo/MONDO_0012320	0	0
http://purl.obolibrary.org/obo/MONDO_0012322	0	0
http://purl.obolibrary.org/obo/MONDO_0012323	0	0
http://purl.obolibrary.org/obo/MONDO_0012324	0	0
http://purl.obolibrary.org/obo/MONDO_0012328	0	0
http://purl.obolibrary.org/obo/MONDO_0012330	0	0
http://purl.obolibrary.org/obo/MONDO_0012332	0	0
http://purl.obolibrary.org/obo/MONDO_0012334	0	0
http://purl.obolibrary.org/obo/MONDO_0012335	1	0
http://purl.obolibrary.org/obo/MONDO_0012342	0	0
http://purl.obolibrary.org/obo/MONDO_0012345	0	0
http://purl.obolibrary.org/obo/MONDO_0012350	1	0
http://purl.obolibrary.org/obo/MONDO_0012351	0	0
http://purl.obolibrary.org/obo/MONDO_0012354	0	0
http://purl.obolibrary.org/obo/MONDO_0012359	0	0
http://purl.obolibrary.org/obo/MONDO_0012363	0	0
http://purl.obolibrary.org/obo/MONDO_0012381	0	0
http://purl.obolibrary.org/obo/MONDO_0012382	0	0
http://purl.obolibrary.org/obo/MONDO_0012383	0	0
http://purl.obolibrary.org/obo/MONDO_0012387	0	0
http://purl.obolibrary.org/obo/MONDO_0012391	0	0
http://purl.obolibrary.org/obo/MONDO_0012392	0	0
http://purl.obolibrary.org/obo/MONDO_0012393	0	0
http://purl.obolibrary.org/obo/MONDO_0012396	0	0
http://purl.obolibrary.org/obo/MONDO_0012399	0	0
http://purl.obolibrary.org/obo/MONDO_0012400	0	0
http://purl.obolibrary.org/obo/MONDO_0012401	0	0
http://purl.obolibrary.org/obo/MONDO_0012407	0	0
http://purl.obolibrary.org/obo/MONDO_0012410	0	0
http://purl.obolibrary.org/obo/MONDO_0012411	0	0
http://purl.obolibrary.org/obo/MONDO_0012413	0	0
http://purl.obolibrary.org/obo/MONDO_0012414	0	0
http://purl.obolibrary.org/obo/MONDO_0012417	0	0
http://purl.obolibrary.org/obo/MONDO_0012423	0	0
http://purl.obolibrary.org/obo/MONDO_0012426	0	0
http://purl.obolibrary.org/obo/MONDO_0012431	0	0
http://purl.obolibrary.org/obo/MONDO_0012435	0	0
http://purl.obolibrary.org/obo/MONDO_0012436	0	0
http://purl.obolibrary.org/obo/MONDO_0012438	0	0
http://purl.obolibrary.org/obo/MONDO_0012439	0	0
http://purl.obolibrary.org/obo/MONDO_0012446	0	0
http://purl.obolibrary.org/obo/MONDO_0012447	0	0
http://purl.obolibrary.org/obo/MONDO_0012449	0	0
http://purl.obolibrary.org/obo/MONDO_0012450	0	0
http://purl.obolibrary.org/obo/MONDO_0012453	0	0
http://purl.obolibrary.org/obo/MONDO_0012455	0	0
http://purl.obolibrary.org/obo/MONDO_0012456	1	0
http://purl.obolibrary.org/obo/MONDO_0012462	0	0
http://purl.obolibrary.org/obo/MONDO_0012465	0	0
http://purl.obolibrary.org/obo/MONDO_0012475	0	0
http://purl.obolibrary.org/obo/MONDO_0012476	0	0
http://purl.obolibrary.org/obo/MONDO_0012479	0	0
http://purl.obolibrary.org/obo/MONDO_0012481	0	0
http://purl.obolibrary.org/obo/MONDO_0012488	0	0
http://purl.obolibrary.org/obo/MONDO_0012495	0	0
http://purl.obolibrary.org/obo/MONDO_0012496	0	0
http://purl.obolibrary.org/obo/MONDO_0012502	0	0
http://purl.obolibrary.org/obo/MONDO_0012503	0	0
http://purl.obolibrary.org/obo/MONDO_0012504	0	0
http://purl.obolibrary.org/obo/MONDO_0012508	0	0
http://purl.obolibrary.org/obo/MONDO_0012510	0	0
http://purl.obolibrary.org/obo/MONDO_0012511	0	0
http://purl.obolibrary.org/obo/MONDO_0012512	0	0
http://purl.obolibrary.org/obo/MONDO_0012514	0	0
http://purl.obolibrary.org/obo/MONDO_0012516	0	0
http://purl.obolibrary.org/obo/MONDO_0012517	0	0
http://purl.obolibrary.org/obo/MONDO_0012519	0	0
http://purl.obolibrary.org/obo/MONDO_0012520	0	0
http://purl.obolibrary.org/obo/MONDO_0012521	0	0
http://purl.obolibrary.org/obo/MONDO_0012524	0	0
http://purl.obolibrary.org/obo/MONDO_0012526	0	0
http://purl.obolibrary.org/obo/MONDO_0012530	0	0
http://purl.obolibrary.org/obo/MONDO_0012531	0	0
http://purl.obolibrary.org/obo/MONDO_0012534	0	0
http://purl.obolibrary.org/obo/MONDO_0012538	0	0
http://purl.obolibrary.org/obo/MONDO_0012541	0	0
http://purl.obolibrary.org/obo/MONDO_0012544	0	0
http://purl.obolibrary.org/obo/MONDO_0012545	0	0
http://purl.obolibrary.org/obo/MONDO_0012548	0	0
http://purl.obolibrary.org/obo/MONDO_0012549	0	0
http://purl.obolibrary.org/obo/MONDO_0012552	0	0
http://purl.obolibrary.org/obo/MONDO_0012556	0	0
http://purl.obolibrary.org/obo/MONDO_0012557	0	0
http://purl.obolibrary.org/obo/MONDO_0012559	0	0
http://purl.obolibrary.org/obo/MONDO_0012561	0	0
http://purl.obolibrary.org/obo/MONDO_0012565	0	0
http://purl.obolibrary.org/obo/MONDO_0012570	0	0
http://purl.obolibrary.org/obo/MONDO_0012574	0	0
http://purl.obolibrary.org/obo/MONDO_0012586	0	0
http://purl.obolibrary.org/obo/MONDO_0012588	0	0
http://purl.obolibrary.org/obo/MONDO_0012589	1	0
http://purl.obolibrary.org/obo/MONDO_0012590	0	0
http://purl.obolibrary.org/obo/MONDO_0012591	0	0
http://purl.obolibrary.org/obo/MONDO_0012593	0	0
http://purl.obolibrary.org/obo/MONDO_0012594	0	0
http://purl.obolibrary.org/obo/MONDO_0012596	0	0
http://purl.obolibrary.org/obo/MONDO_0012605	1	0
http://purl.obolibrary.org/obo/MONDO_0012608	0	0
http://purl.obolibrary.org/obo/MONDO_0012611	0	0
http://purl.obolibrary.org/obo/MONDO_0012621	0	0
http://purl.obolibrary.org/obo/MONDO_0012622	0	0
http://purl.obolibrary.org/obo/MONDO_0012624	0	0
http://purl.obolibrary.org/obo/MONDO_0012634	0	0
http://purl.obolibrary.org/obo/MONDO_0012635	0	0
http://purl.obolibrary.org/obo/MONDO_0012637	0	0
http://purl.obolibrary.org/obo/MONDO_0012638	0	0
http://purl.obolibrary.org/obo/MONDO_0012639	0	0
http://purl.obolibrary.org/obo/MONDO_0012640	0	0
http://purl.obolibrary.org/obo/MONDO_0012643	0	0
http://purl.obolibrary.org/obo/MONDO_0012648	0	0
http://purl.obolibrary.org/obo/MONDO_0012650	0	0
http://purl.obolibrary.org/obo/MONDO_0012651	0	0
http://purl.obolibrary.org/obo/MONDO_0012652	0	0
http://purl.obolibrary.org/obo/MONDO_0012656	0	0
http://purl.obolibrary.org/obo/MONDO_0012657	0	0
http://purl.obolibrary.org/obo/MONDO_0012658	0	0
http://purl.obolibrary.org/obo/MONDO_0012662	0	0
http://purl.obolibrary.org/obo/MONDO_0012664	0	0
http://purl.obolibrary.org/obo/MONDO_0012665	0	0
http://purl.obolibrary.org/obo/MONDO_0012669	0	0
http://purl.obolibrary.org/obo/MONDO_0012670	0	0
http://purl.obolibrary.org/obo/MONDO_0012675	1	0
http://purl.obolibrary.org/obo/MONDO_0012676	0	0
http://purl.obolibrary.org/obo/MONDO_0012679	0	0
http://purl.obolibrary.org/obo/MONDO_0012682	2	0
http://purl.obolibrary.org/obo/MONDO_0012683	0	0
http://purl.obolibrary.org/obo/MONDO_0012693	0	0
http://purl.obolibrary.org/obo/MONDO_0012699	0	0
http://purl.obolibrary.org/obo/MONDO_0012700	0	0
http://purl.obolibrary.org/obo/MONDO_0012701	0	0
http://purl.obolibrary.org/obo/MONDO_0012703	1	0
http://purl.obolibrary.org/obo/MONDO_0012714	0	0
http://purl.obolibrary.org/obo/MONDO_0012716	0	0
http://purl.obolibrary.org/obo/MONDO_0012718	0	0
http://purl.obolibrary.org/obo/MONDO_0012719	0	0
http://purl.obolibrary.org/obo/MONDO_0012721	0	0
http://purl.obolibrary.org/obo/MONDO_0012724	0	0
http://purl.obolibrary.org/obo/MONDO_0012725	0	0
http://purl.obolibrary.org/obo/MONDO_0012726	0	0
http://purl.obolibrary.org/obo/MONDO_0012733	0	0
http://purl.obolibrary.org/obo/MONDO_0012734	0	0
http://purl.obolibrary.org/obo/MONDO_0012737	0	0
http://purl.obolibrary.org/obo/MONDO_0012738	0	0
http://purl.obolibrary.org/obo/MONDO_0012739	0	0
http://purl.obolibrary.org/obo/MONDO_0012740	0	0
http://purl.obolibrary.org/obo/MONDO_0012747	0	0
http://purl.obolibrary.org/obo/MONDO_0012750	0	0
http://purl.obolibrary.org/obo/MONDO_0012755	0	0
http://purl.obolibrary.org/obo/MONDO_0012756	0	0
http://purl.obolibrary.org/obo/MONDO_0012757	0	0
http://purl.obolibrary.org/obo/MONDO_0012761	0	0
http://purl.obolibrary.org/obo/MONDO_0012766	0	0
http://purl.obolibrary.org/obo/MONDO_0012774	0	0
http://purl.obolibrary.org/obo/MONDO_0012783	0	0
http://purl.obolibrary.org/obo/MONDO_0012784	0	0
http://purl.obolibrary.org/obo/MONDO_0012786	0	0
http://purl.obolibrary.org/obo/MONDO_0012787	0	0
http://purl.obolibrary.org/obo/MONDO_0012789	0	0
http://purl.obolibrary.org/obo/MONDO_0012791	0	0
http://purl.obolibrary.org/obo/MONDO_0012792	0	0
http://purl.obolibrary.org/obo/MONDO_0012793	0	0
http://purl.obolibrary.org/obo/MONDO_0012794	0	0
http://purl.obolibrary.org/obo/MONDO_0012799	0	0
http://purl.obolibrary.org/obo/MONDO_0012802	0	0
http://purl.obolibrary.org/obo/MONDO_0012803	0	0
http://purl.obolibrary.org/obo/MONDO_0012804	0	0
http://purl.obolibrary.org/obo/MONDO_0012805	0	0
http://purl.obolibrary.org/obo/MONDO_0012806	0	0
http://purl.obolibrary.org/obo/MONDO_0012807	0	0
http://purl.obolibrary.org/obo/MONDO_0012815	0	0
http://purl.obolibrary.org/obo/MONDO_0012824	0	0
http://purl.obolibrary.org/obo/MONDO_0012830	0	0
http://purl.obolibrary.org/obo/MONDO_0012833	0	0
http://purl.obolibrary.org/obo/MONDO_0012839	0	0
http://purl.obolibrary.org/obo/MONDO_0012853	0	0
http://purl.obolibrary.org/obo/MONDO_0012854	0	0
http://purl.obolibrary.org/obo/MONDO_0012856	0	0
http://purl.obolibrary.org/obo/MONDO_0012858	0	0
http://purl.obolibrary.org/obo/MONDO_0012859	0	0
http://purl.obolibrary.org/obo/MONDO_0012864	0	0
http://purl.obolibrary.org/obo/MONDO_0012866	0	0
http://purl.obolibrary.org/obo/MONDO_0012867	0	0
http://purl.obolibrary.org/obo/MONDO_0012868	0	0
http://purl.obolibrary.org/obo/MONDO_0012873	0	0
http://purl.obolibrary.org/obo/MONDO_0012876	1	0
http://purl.obolibrary.org/obo/MONDO_0012880	0	0
http://purl.obolibrary.org/obo/MONDO_0012885	0	0
http://purl.obolibrary.org/obo/MONDO_0012892	0	0
http://purl.obolibrary.org/obo/MONDO_0012895	0	0
http://purl.obolibrary.org/obo/MONDO_0012897	0	0
http://purl.obolibrary.org/obo/MONDO_0012901	0	0
http://purl.obolibrary.org/obo/MONDO_0012905	0	0
http://purl.obolibrary.org/obo/MONDO_0012907	0	0
http://purl.obolibrary.org/obo/MONDO_0012909	0	0
http://purl.obolibrary.org/obo/MONDO_0012911	0	0
http://purl.obolibrary.org/obo/MONDO_0012912	0	0
http://purl.obolibrary.org/obo/MONDO_0012914	0	0
http://purl.obolibrary.org/obo/MONDO_0012915	0	0
http://purl.obolibrary.org/obo/MONDO_0012916	0	0
http://purl.obolibrary.org/obo/MONDO_0012919	0	0
http://purl.obolibrary.org/obo/MONDO_0012927	0	0
http://purl.obolibrary.org/obo/MONDO_0012928	0	0
http://purl.obolibrary.org/obo/MONDO_0012929	0	0
http://purl.obolibrary.org/obo/MONDO_0012930	0	0
http://purl.obolibrary.org/obo/MONDO_0012933	0	0
http://purl.obolibrary.org/obo/MONDO_0012941	0	0
http://purl.obolibrary.org/obo/MONDO_0012944	0	0
http://purl.obolibrary.org/obo/MONDO_0012948	0	0
http://purl.obolibrary.org/obo/MONDO_0012964	0	0
http://purl.obolibrary.org/obo/MONDO_0012967	0	0
http://purl.obolibrary.org/obo/MONDO_0012980	0	0
http://purl.obolibrary.org/obo/MONDO_0012982	0	0
http://purl.obolibrary.org/obo/MONDO_0012984	0	0
http://purl.obolibrary.org/obo/MONDO_0012986	0	0
http://purl.obolibrary.org/obo/MONDO_0012988	0	0
http://purl.obolibrary.org/obo/MONDO_0012991	0	0
http://purl.obolibrary.org/obo/MONDO_0012992	0	0
http://purl.obolibrary.org/obo/MONDO_0012994	0	0
http://purl.obolibrary.org/obo/MONDO_0012996	0	0
http://purl.obolibrary.org/obo/MONDO_0012999	1	0
http://purl.obolibrary.org/obo/MONDO_0016391	0	1
http://purl.obolibrary.org/obo/MONDO_0016201	0	0
http://purl.obolibrary.org/obo/MONDO_0044203	0	0
http://purl.obolibrary.org/obo/MONDO_0017779	0	0
http://purl.obolibrary.org/obo/MONDO_0015738	0	0
http://purl.obolibrary.org/obo/MONDO_0015090	0	0
http://purl.obolibrary.org/obo/MONDO_0016902	0	0
http://purl.obolibrary.org/obo/MONDO_0016190	0	0
http://purl.obolibrary.org/obo/MONDO_0016189	0	4
http://purl.obolibrary.org/obo/MONDO_0018550	0	0
http://purl.obolibrary.org/obo/MONDO_0018772	0	0
http://purl.obolibrary.org/obo/MONDO_0016909	0	0
http://purl.obolibrary.org/obo/MONDO_0017397	0	1
http://purl.obolibrary.org/obo/MONDO_0016355	0	0
http://purl.obolibrary.org/obo/MONDO_0017218	0	0
http://purl.obolibrary.org/obo/MONDO_0019756	0	0
http://purl.obolibrary.org/obo/MONDO_0019757	0	0
http://purl.obolibrary.org/obo/MONDO_0019758	0	0
http://purl.obolibrary.org/obo/MONDO_0016912	0	0
http://purl.obolibrary.org/obo/MONDO_0016958	0	0
http://purl.obolibrary.org/obo/MONDO_0018013	0	1
http://purl.obolibrary.org/obo/MONDO_0019200	0	0
http://purl.obolibrary.org/obo/MONDO_0017182	0	0
http://purl.obolibrary.org/obo/MONDO_0017352	0	0
http://purl.obolibrary.org/obo/MONDO_0016162	0	0
http://purl.obolibrary.org/obo/MONDO_0016377	0	0
http://purl.obolibrary.org/obo/MONDO_0015703	0	0
http://www.ebi.ac.uk/efo/EFO_0007216	0	0
http://purl.obolibrary.org/obo/MONDO_0700055	0	0
http://purl.obolibrary.org/obo/MONDO_0019053	0	2
http://purl.obolibrary.org/obo/MONDO_0015802	0	0
http://www.ebi.ac.uk/efo/EFO_0009385	0	0
http://purl.obolibrary.org/obo/MONDO_0100517	0	0
http://purl.obolibrary.org/obo/MONDO_0022752	0	0
http://www.ebi.ac.uk/efo/EFO_1002022	2	0
http://purl.obolibrary.org/obo/MONDO_0020489	0	0
http://purl.obolibrary.org/obo/MONDO_0033947	0	0
http://purl.obolibrary.org/obo/MONDO_0015737	0	0
http://purl.obolibrary.org/obo/MONDO_0028226	0	0
http://purl.obolibrary.org/obo/MONDO_0019719	0	0
http://purl.obolibrary.org/obo/MONDO_0015133	0	8
http://purl.obolibrary.org/obo/MONDO_0018162	0	0
http://purl.obolibrary.org/obo/MONDO_0016116	0	0
http://purl.obolibrary.org/obo/MONDO_0016913	0	0
http://purl.obolibrary.org/obo/MONDO_0018788	0	0
http://purl.obolibrary.org/obo/MONDO_0016954	0	0
http://purl.obolibrary.org/obo/MONDO_0100147	0	0
http://purl.obolibrary.org/obo/MONDO_0019144	0	0
http://purl.obolibrary.org/obo/MONDO_0020587	0	0
http://purl.obolibrary.org/obo/MONDO_0044744	1	0
http://purl.obolibrary.org/obo/MONDO_0022756	0	0
http://purl.obolibrary.org/obo/MONDO_0016952	0	0
http://purl.obolibrary.org/obo/MONDO_0016884	0	0
http://purl.obolibrary.org/obo/MONDO_0016542	0	0
http://purl.obolibrary.org/obo/MONDO_0018050	0	0
http://purl.obolibrary.org/obo/MONDO_0016888	0	0
http://purl.obolibrary.org/obo/MONDO_0045018	0	1
http://purl.obolibrary.org/obo/MONDO_0013000	0	0
http://purl.obolibrary.org/obo/MONDO_0013003	0	0
http://purl.obolibrary.org/obo/MONDO_0015497	0	0
http://purl.obolibrary.org/obo/MONDO_0013005	0	0
http://purl.obolibrary.org/obo/MONDO_0013006	0	0
http://purl.obolibrary.org/obo/MONDO_0013007	0	0
http://purl.obolibrary.org/obo/MONDO_0015695	0	0
http://purl.obolibrary.org/obo/MONDO_0013008	0	0
http://purl.obolibrary.org/obo/MONDO_0013014	1	0
http://purl.obolibrary.org/obo/MONDO_0013016	0	0
http://purl.obolibrary.org/obo/MONDO_0013017	0	0
http://purl.obolibrary.org/obo/MONDO_0018631	0	0
http://purl.obolibrary.org/obo/MONDO_0013021	0	0
http://purl.obolibrary.org/obo/MONDO_0013025	0	0
http://purl.obolibrary.org/obo/MONDO_0016905	0	0
http://purl.obolibrary.org/obo/MONDO_0013026	0	0
http://purl.obolibrary.org/obo/MONDO_0013027	0	0
http://purl.obolibrary.org/obo/MONDO_0013028	0	0
http://purl.obolibrary.org/obo/MONDO_0013034	0	0
http://purl.obolibrary.org/obo/MONDO_0013035	0	0
http://purl.obolibrary.org/obo/MONDO_0013036	0	0
http://purl.obolibrary.org/obo/MONDO_0013038	0	0
http://purl.obolibrary.org/obo/MONDO_0013040	0	0
http://purl.obolibrary.org/obo/MONDO_0035290	0	0
http://purl.obolibrary.org/obo/MONDO_0013041	0	0
http://purl.obolibrary.org/obo/MONDO_0013042	0	0
http://purl.obolibrary.org/obo/MONDO_0013043	0	0
http://purl.obolibrary.org/obo/MONDO_0013044	0	0
http://purl.obolibrary.org/obo/MONDO_0013046	0	0
http://purl.obolibrary.org/obo/MONDO_0013047	0	0
http://purl.obolibrary.org/obo/MONDO_0016527	2	0
http://purl.obolibrary.org/obo/MONDO_0013048	0	0
http://purl.obolibrary.org/obo/MONDO_0017241	0	0
http://purl.obolibrary.org/obo/MONDO_0013049	0	0
http://purl.obolibrary.org/obo/MONDO_0013050	0	0
http://purl.obolibrary.org/obo/MONDO_0013051	0	0
http://purl.obolibrary.org/obo/MONDO_0019573	0	0
http://purl.obolibrary.org/obo/MONDO_0013053	0	0
http://purl.obolibrary.org/obo/MONDO_0013056	0	0
http://purl.obolibrary.org/obo/MONDO_0100455	0	0
http://purl.obolibrary.org/obo/MONDO_0013058	0	0
http://purl.obolibrary.org/obo/MONDO_0013060	0	0
http://purl.obolibrary.org/obo/MONDO_0017998	0	0
http://purl.obolibrary.org/obo/MONDO_0013061	0	0
http://purl.obolibrary.org/obo/MONDO_0013062	0	0
http://purl.obolibrary.org/obo/MONDO_0013069	0	0
http://purl.obolibrary.org/obo/MONDO_0013074	0	0
http://www.ebi.ac.uk/efo/EFO_1000728	0	0
http://purl.obolibrary.org/obo/MONDO_0013081	0	0
http://purl.obolibrary.org/obo/MONDO_0016536	8	0
http://purl.obolibrary.org/obo/MONDO_0013082	0	0
http://purl.obolibrary.org/obo/MONDO_0013083	0	0
http://purl.obolibrary.org/obo/MONDO_0013090	0	0
http://purl.obolibrary.org/obo/MONDO_0016917	0	0
http://purl.obolibrary.org/obo/MONDO_0013092	1	0
http://purl.obolibrary.org/obo/MONDO_0100242	0	1
http://purl.obolibrary.org/obo/MONDO_0013093	0	0
http://www.ebi.ac.uk/efo/EFO_0001380	2	0
http://purl.obolibrary.org/obo/MONDO_0013110	0	0
http://purl.obolibrary.org/obo/MONDO_0013111	0	0
http://purl.obolibrary.org/obo/MONDO_0013115	0	0
http://purl.obolibrary.org/obo/MONDO_0013116	0	0
http://purl.obolibrary.org/obo/MONDO_0013117	0	0
http://purl.obolibrary.org/obo/MONDO_0013118	0	0
http://purl.obolibrary.org/obo/MONDO_0013125	0	0
http://purl.obolibrary.org/obo/MONDO_0013127	0	0
http://purl.obolibrary.org/obo/MONDO_0013128	0	0
http://purl.obolibrary.org/obo/MONDO_0013131	0	0
http://purl.obolibrary.org/obo/MONDO_0013132	0	0
http://purl.obolibrary.org/obo/MONDO_0013136	0	0
http://purl.obolibrary.org/obo/MONDO_0013139	0	0
http://purl.obolibrary.org/obo/MONDO_0013143	0	0
http://purl.obolibrary.org/obo/MONDO_0013144	0	0
http://purl.obolibrary.org/obo/MONDO_0013150	0	0
http://purl.obolibrary.org/obo/MONDO_0013154	0	0
http://purl.obolibrary.org/obo/MONDO_0700071	0	0
http://purl.obolibrary.org/obo/MONDO_0013155	0	0
http://purl.obolibrary.org/obo/MONDO_0018277	0	0
http://purl.obolibrary.org/obo/MONDO_0013156	0	0
http://purl.obolibrary.org/obo/MONDO_0018279	0	0
http://purl.obolibrary.org/obo/MONDO_0013157	0	0
http://purl.obolibrary.org/obo/MONDO_0013158	0	0
http://purl.obolibrary.org/obo/MONDO_0013159	0	0
http://purl.obolibrary.org/obo/MONDO_0013160	0	0
http://purl.obolibrary.org/obo/MONDO_0013161	0	0
http://purl.obolibrary.org/obo/MONDO_0013162	0	0
http://purl.obolibrary.org/obo/MONDO_0013164	0	0
http://purl.obolibrary.org/obo/MONDO_0013165	0	0
http://purl.obolibrary.org/obo/MONDO_0013166	0	0
http://purl.obolibrary.org/obo/MONDO_0017684	0	0
http://purl.obolibrary.org/obo/MONDO_0013169	0	0
